code,name,native_speakers,country,region,gl,anglicized_name
ppn,Papapana,,Papua New Guinea,Pacific,tpi,Papapana
pnt,Pontic,,Greece,Eurasia,en,Pontic
ptr,Piamatsina,,Vanuatu,Pacific,fr,Piamatsina
phu,Phuan,220000,Thailand,Asia,th,Phuan
ptv,Port Vato,,Vanuatu,Pacific,fr,Port Vato
prb,Lua',6000,Thailand,Asia,th,Lua’
png,Pongu,30000,Nigeria,Africa,en,Pangu
pny,Pinyin,29000,Cameroon,Africa,fr,Pinyin
piw,Pimbwe,39000,Tanzania,Africa,sw,Pimbwe
poy,Pogolo,235000,Tanzania,Africa,sw,Pogolo
pig,Pisabo,,Peru,Americas,es-419,Pisabo
pin,Piame,,Papua New Guinea,Pacific,tpi,Piame
poi,Highland Popoluca,,Mexico,Americas,es-419,Popoluca
pom,Southeastern Pomo,,United States,Americas,en,Pomo
pix,Piu,,Papua New Guinea,Pacific,tpi,Piu
pof,Poke,71000,Democratic Republic of the Congo,Africa,fr,Poke
pld,Polari,,United Kingdom,Eurasia,en,Polari
pot,Potawatomi,,United States,Americas,en,Potawatomi
pln,Palenquero,,Colombia,Americas,es-419,Palenquero
pic,Pinji,7000,Gabon,Africa,fr,Pinji
ppi,Paipai,,Mexico,Americas,es-419,Paipai
ppl,Pipil,,El Salvador,Americas,es-419,Pipil
phm,Phimbi,6000,Mozambique,Americas,pt,Phimbi
prg,Prussian,,Poland,Eurasia,en,Prussian
ppp,Pelende,9500,Democratic Republic of the Congo,Africa,fr,Pelende
te-x-yeloru,Yeloru,,India,South Asia,te,Yeloru
prh,Porohanon,23000,Philippines,Asia,ceb,Porohanon
pri,Paicî,,New Caledonia,Pacific,en,Paicî
psq,Pasi,,Papua New Guinea,Pacific,tpi,Pasi
pyn,Poyanáwa,-1,Brazil,Americas,pt,Poyanáwa
ptp,Patep,,Papua New Guinea,Pacific,tpi,Patep
pog,Potiguára,-1,Brazil,Americas,pt,Potiguára
pux,Puare,,Papua New Guinea,Pacific,tpi,Puare
kwo,Kwomtari,600,Papua New Guinea,Pacific,tpi,Kwomtari
pub,Purum,1900,India,South Asia,en,Purum
pup,Pulabu,,Papua New Guinea,Pacific,tpi,Pulabu
pwg,Gapapaiwa,,Papua New Guinea,Pacific,tpi,Gapapaiwa
pty,Pathiya,1000,India,South Asia,ml,Pathiya
pwm,Molbog,6680,Philippines,Asia,en,Molbog
rei,Reli,22000,India,South Asia,or,Reli
rdb,Rudbari,1500,Iran,Eurasia,fa,Rudbari
rth,Ratahan,500,Indonesia,Pacific,id,Ratahan
rej,Rejang,350000,Indonesia,Pacific,id,Rejang
puy,Purisimeño,,United States,Americas,en,Purisimeño
qux,Yauyos Quechua,,Peru,Americas,es-419,Quechua
qvc,Cajamarca Quechua,,Peru,Americas,es-419,Quechua
rgk,Rangkas,-1,India,South Asia,hi,Rangkas
puc,Punan Merap,200,Indonesia,Pacific,id,Punan Merap
rac,Rasawa,200,Indonesia,Pacific,id,Rasawa
qui,Quileute,,United States,Americas,en,Quileute
reb,Rembong,5000,Indonesia,Pacific,id,Rembong
qun,Quinault,,United States,Americas,en,Quinault
pud,Punan Aput,300,Indonesia,Pacific,id,Punan Aput
qwa,Corongo Ancash Quechua,,Peru,Americas,es-419,Quechua
put,Putoh,6000,Indonesia,Pacific,id,Putoh
quq,Quinqui,,Spain,Eurasia,es,Quinqui
pyy,Pyen,600,Myanmar,Asia,my,Pyen
qvp,Pacaraos Quechua,,Peru,Americas,es-419,Quechua
rji,Raji,4000,Nepal,South Asia,ne,Raji
qxc,Chincha Quechua,,Peru,Americas,es-419,Quechua
rea,Rerau,,Papua New Guinea,Pacific,tpi,Rerau
rel,Rendille,40000,Kenya,Africa,sw,Rendille
rwa,Rawo,,Papua New Guinea,Pacific,tpi,Rawo
rpn,Repanbitip,,Vanuatu,Pacific,fr,Repanbitip
puk,Pu Ko,-1,Laos,Asia,lo,Pu Ko
ren,Rengao,20000,Vietnam,Asia,vi,Rengao
qvy,却域语,7000,China,Asia,zh,Queyu
rab,चाम्लिङ,13300,Nepal,South Asia,ne,Chamling
pui,Puinave,,Colombia,Americas,es-419,Puinave
pwi,Patwin,,United States,Americas,en,Patwin
pxm,Quetzaltepec Mixe,,Mexico,Americas,es-419,Mixe
qua,Quapaw,,United States,Americas,en,Quapaw
quf,Lambayeque Quechua,,Peru,Americas,es-419,Quechua
ymm,Maay,2250000,Somalia,Africa,ar,Maay
pth,Pataxó Hã-Ha-Hãe,-1,Brazil,Americas,pt,Pataxó Hã-Ha-Hãe
quv,Sacapulteco,,Guatemala,Americas,es-419,Sakapulteko
qvi,Imbabura Highland Quichua,,Ecuador,Americas,es-419,Quichua
qvj,Loja Highland Quichua,,Ecuador,Americas,es-419,Quichua
qvn,North Junín Quechua,,Peru,Americas,es-419,Quechua
qxo,Southern Conchucos Ancash Quechua,,Peru,Americas,es-419,Quechua
qxw,Jauja Wanca Quechua,,Peru,Americas,es-419,Quechua
rao,Rao,,Papua New Guinea,Pacific,tpi,Rao
rey,Reyesano,,Bolivia,Americas,es-419,Reyesano
rmp,Rempi,,Papua New Guinea,Pacific,tpi,Rempi
rga,Roria,,Vanuatu,Pacific,fr,Roria
rri,Ririo,,Solomon Islands,Pacific,pis,Ririo
rkm,Marka,186000,Burkina Faso,Africa,fr,Marka
smk,Bolinao,51200,Philippines,Asia,tl,Bolinao
rin,Nungu,30000,Nigeria,Africa,en,Nungu
mai-x-dehati,Dehati Bhojouri,,India,South Asia,mai,
pmx,Poumei Naga,130000,India,South Asia,en,Naga
rro,Waima,,Papua New Guinea,Pacific,tpi,Waima
sax,Sa,,Vanuatu,Pacific,fr,Sa
ruh,Ruga,-1,India,South Asia,en,Ruga
rma,Rama,,Nicaragua,Americas,es-419,Rama
rmh,Murkim,290,Indonesia,Pacific,id,Murkim
sbe,Saliba,,Papua New Guinea,Pacific,tpi,Saliba
sao,Sause,250,Indonesia,Pacific,id,Sause
rmw,Welsh Romani,,United Kingdom,Eurasia,en,Romani
smr,Simeulue,30000,Indonesia,Pacific,id,Simeulue
saw,Sawi,3500,Indonesia,Pacific,id,Sawi
scn,Sicilian,,Italy,Eurasia,en,Sicilian
rir,Ribun,45000,Indonesia,Pacific,id,Ribun
sam,Samaritan Aramaic,-1,Palestine,Eurasia,ar,Samaritan Aramaic
sbg,Seget,1200,Indonesia,Pacific,id,Seget
sbi,Seti,,Papua New Guinea,Pacific,tpi,Seti
scg,Sanggau,45000,Indonesia,Pacific,id,Sanggau
sbh,Sori-Harengan,,Papua New Guinea,Pacific,tpi,Sori-Harengan
sbx,Seberuang,37000,Indonesia,Pacific,id,Seberuang
ryu,沖縄口/ウチナーグチ,980000,Japan,Asia,ja,Okinawan
rjg,Rajong,6000,Indonesia,Pacific,id,Rajong
rmm,Roma,1700,Indonesia,Pacific,id,Roma
sbq,Sileibi,,Papua New Guinea,Pacific,tpi,Sileibi
sco,Scots,,United Kingdom,Eurasia,en,Scots
rgn,Romagnol,,Italy,Eurasia,en,Romagnol
ruz,Ruma,5100,Nigeria,Africa,en,Ruma
rhp,Yahang,,Papua New Guinea,Pacific,tpi,Yahang
sae,Sabanê,7,Brazil,Americas,pt,Sabanê
rkh,Rakahanga-Manihiki,,Cook Islands,Pacific,en,Rakahanga-Manihiki
rmf,Kalo Finnish Romani,,Finland,Eurasia,en,Romani
rmk,Romkun,,Papua New Guinea,Pacific,tpi,Romkun
rui,Rufiji,75000,Tanzania,Africa,sw,Rufiji
snb,Sebuyau,9000,Malaysia,Asia,ms,Sebuyau
sbo,Sabüm,-1,Malaysia,Asia,ms,Sabüm
rtm,Rotuman,,Fiji,Pacific,en,Rotuman
ruo,Istro Romanian,,Croatia,Eurasia,en,Romanian
ruq,Megleno Romanian,,Greece,Eurasia,en,Romanian
rxw,Karuwali,,Australia,Pacific,en,Karuwali
zbc,Central Berawan,3600,Malaysia,Asia,ms,Berawan
sac,Meskwaki,,United States,Americas,en,Meskwaki
rtc,Rungtu Chin,5000,Myanmar,Asia,my,Chin
sby,Soli,75000,Zambia,Americas,en,Soli
dre,Dolpo,1670,Nepal,South Asia,ne,Dolpo
sbw,Simba,75,Gabon,Africa,fr,Simba
sbb,Simbo,,Solomon Islands,Pacific,pis,Simbo
crw,Chrau,6000,Vietnam,Asia,vi,Chrau
sbc,Kele (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Kele
sbz,Sara Kaba,18,Central African Republic,Africa,fr,Sara Kaba
shq,Sala,28000,Zambia,Americas,en,Sala
saf,Safaliba,5000,Ghana,Africa,en,Safaliba
saa,Saba,1000,Chad,Africa,ar,Saba
snh,Shinabo,,Bolivia,Americas,es-419,Shinabo
skq,Sininkere,6000,Burkina Faso,Africa,fr,Sininkere
smq,Samo,,Papua New Guinea,Pacific,tpi,Samo
se,Davvisámegiella,,Norway,Eurasia,en,Northern Sami
sch,Sakachep,25000,India,South Asia,as,Sakachep
smv,Samvedi,45000,India,South Asia,mr,Samvedi
sdp,Sherdukpen,3100,India,South Asia,en,Sherdukpen
sei,Seri,,Mexico,Americas,es-419,Seri
spr,Saparua,10216,Indonesia,Pacific,id,Saparua
sob,Sobei,1000,Indonesia,Pacific,id,Sobei
ser,Serrano,,United States,Americas,en,Serrano
shd,Kundal Shahi,500,Pakistan,Eurasia,ur,Kundal Shahi
sdm,Semandang,20000,Indonesia,Pacific,id,Semandang
aey-x-haya,Haya,,Papua New Guinea,Pacific,tpi,
sht,Shasta,,United States,Americas,en,Shasta
sim,Mende (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Mende
sgz,Sursurunga,,Papua New Guinea,Pacific,tpi,Sursurunga
sey,Secoya,,Ecuador,Americas,es-419,Secoya
ymn,Yamna,550,Indonesia,Pacific,id,Sunum
sew,Sewa Bay,,Papua New Guinea,Pacific,tpi,Sewa Bay
sjw,Shawnee,,United States,Americas,en,Shawnee
shm,Shahrudi,300,Iran,Eurasia,fa,Shahrudi
set,Sentani,30000,Indonesia,Pacific,id,Sentani
siw,Siwai,,Papua New Guinea,Pacific,tpi,Siwai
sis,Siuslaw,,United States,Americas,en,Siuslaw
shp,Shipibo-Conibo,,Peru,Americas,es-419,Shipibo-Conibo
skp,Sekapan,750,Malaysia,Asia,ms,Sekapan
shz,Syenara Senoufo,150000,Mali,Africa,fr,Sénoufo
ska,Skagit,,United States,Americas,en,Skagit
sqr,Siculo Arabic,-1,Malta,Eurasia,en,
snx,Sam,,Papua New Guinea,Pacific,tpi,Sam
spn,Sanapaná,,Paraguay,Americas,es-419,Sanapaná
sln,Salinan,,United States,Americas,en,Salinan
slw,Sialum,,Papua New Guinea,Pacific,tpi,Sialum
sjt,Йоканьгско-саамский,30,Russian Federation,Eurasia,ru,Saami
seo,Suarmin,,Papua New Guinea,Pacific,tpi,Suarmin
kn-x-takali,Takalik,138500,India,South Asia,kn,
ors-x-oranglau,Suku Laut; Orang Laut,5000,Indonesia,Pacific,id,
sgd,Surigaonon,400000,Philippines,Asia,ceb,Surigaonon
ti-x-eritra,Eritrean Tigrinya,3400000,Ethiopia,Africa,am,
sdl,لغة الإشارة السعودية,500000,Saudi Arabia,Eurasia,ar,Saudi Arabian Sign Language
sii,Shom Peng,400,India,South Asia,hi,Shom Peng
siz,تاسيويت,20000,Egypt,Africa,ar,Siwi
iru-x-nayak,Iruli Nayak,,India,South Asia,kn,
spu,Sapuan,3250,Laos,Asia,lo,Sapuan
skb,Saek,3700,Laos,Asia,lo,Saek
siv,Sumariup,,Papua New Guinea,Pacific,tpi,Sumariup
skk,Sok,2000,Laos,Asia,lo,Sok
sdr,Oraon Sadri,191000,Bangladesh,South Asia,bn,Sadri
ske,Seke (Vanuatu),,Vanuatu,Pacific,fr,Seke
si,සිංහල,14600000,Sri Lanka,Asia,ta,Sinhala
smh,撒梅语,20000,China,Asia,zh,Samei
xdy-x-suhaid,Dayak Suhaid,,Indonesia,Pacific,id,
slc,Sáliba,,Colombia,Americas,es-419,Sáliba
sll,Salt-Yui,,Papua New Guinea,Pacific,tpi,Salt-Yui
sir,Siri,3800,Nigeria,Africa,en,Siri
shj,Caning,30000,Sudan,Africa,apd,Caning
xdy-x-dayakpayak,Dayak Payak,,Indonesia,Pacific,id,
sgc,Kipsigis,2100000,Kenya,Africa,sw,Kipsigis
sie,Simaa,225000,Zambia,Americas,en,Simaa
shk,Shilluk,240000,South Sudan,Africa,ar,Shilluk
slx,Salampasu,90000,Democratic Republic of the Congo,Africa,fr,Salampasu
slj,Salumá,240,Brazil,Americas,pt,Salumá
smw,Sumbawa,300000,Indonesia,Pacific,id,Sumbawa
smp,Samaritan,-1,Palestine,Eurasia,ar,Samaritan
tft,Ternate,42000,Indonesia,Pacific,id,Ternate
smg,Simbali,,Papua New Guinea,Pacific,tpi,Simbali
slp,Lamaholot,180000,Indonesia,Pacific,id,Lamaholot
ssn,Waata,20000,Kenya,Africa,sw,Waata
xes,Kesawai,800,Papua New Guinea,Pacific,tpi,Kesawai
snc,Sinaugoro,18000,Papua New Guinea,Pacific,en,Sinaugoro
sra,Saruga,,Papua New Guinea,Pacific,tpi,Saruga
wik,Wikalkan,,Australia,Pacific,en,Wikalkan
ssm,Semnam,670,Malaysia,Asia,ms,Semnam
sno,Snohomish,,United States,Americas,en,Snohomish
sst,Sinasina,,Papua New Guinea,Pacific,tpi,Sinasina
stu,Samtao,11000,Myanmar,Asia,my,Samtao
snr,Sihan,,Papua New Guinea,Pacific,tpi,Sihan
soi,Sonha,579,Nepal,South Asia,ne,Sonha
spm,Akukem,,Papua New Guinea,Pacific,tpi,Akukem
sps,Saposa,,Papua New Guinea,Pacific,tpi,Saposa
srx,Sirmauri,400000,India,South Asia,hi,Sirmauri
sto,Stoney,,Canada,Americas,en,Stoney
ssu,Susuami,,Papua New Guinea,Pacific,tpi,Susuami
tth,Upper Ta'oih,37100,Laos,Asia,lo,Ta’oih
sqh,Shau,45,Nigeria,Africa,en,Shau
ssv,Shark Bay,,Vanuatu,Pacific,fr,Shark Bay
soa,Thai Song,32000,Thailand,Asia,th,Thai Song
swm,Samosa,,Papua New Guinea,Pacific,tpi,Samosa
stf,Seta,,Papua New Guinea,Pacific,tpi,Seta
sqo,Sorkhei,10000,Iran,Eurasia,fa,Sorkhei
stt,Xtiêng,90500,Vietnam,Asia,vi,Stieng
stm,Setaman,,Papua New Guinea,Pacific,tpi,Setaman
syr,ܠܫܢܐ ܣܘܪܝܝܐ,810000,Iraq,Eurasia,ar,Syriac
sua,Sulka,,Papua New Guinea,Pacific,tpi,Sulka
slm,Pangutaran Sama,35200,Philippines,Asia,en,Sama
smn,Inari Sami,,Finland,Eurasia,en,Saami
soj,زبان سوی,7000,Iran,Eurasia,fa,Soi
sxs,Sasaru,13000,Nigeria,Africa,en,Sasaru
sns,South West Bay,,Vanuatu,Pacific,fr,Nahavaq
spp,Supyire Senoufo,390000,Mali,Africa,fr,Sénoufo
snz,Sinsauru,,Papua New Guinea,Pacific,tpi,Sinsauru
suk,Sukuma,6000000,Tanzania,Africa,sw,Sukuma
sre,Sara,200,Indonesia,Pacific,id,Bakati’
spo,Spokane,,United States,Americas,en,Spokane
sqm,Suma,65000,Central African Republic,Africa,fr,Suma
squ,Squamish,,Canada,Americas,en,Squamish
sta,Settla,-1,Zambia,Americas,en,Settla
snw,Selee,14000,Ghana,Africa,en,Selee
srf,Nafi,,Papua New Guinea,Pacific,tpi,Nafi
srq,Sirionó,,Bolivia,Americas,es-419,Sirionó
sry,Sera,,Papua New Guinea,Pacific,tpi,Sera
smx,Samba,5000,Democratic Republic of the Congo,Africa,fr,Samba
ssd,Siroi,,Papua New Guinea,Pacific,tpi,Siroi
ssg,Seimat,,Papua New Guinea,Pacific,tpi,Seimat
sru,Suruí,1000,Brazil,Americas,pt,Suruí
ssx,Samberigi,,Papua New Guinea,Pacific,tpi,Samberigi
ssz,Sengseng,,Papua New Guinea,Pacific,tpi,Sengseng
std,Sentinel,100,India,South Asia,hi,Sentinel
sui,Suki,,Papua New Guinea,Pacific,tpi,Suki
ypp,Phupa,3000,China,Asia,zh,Phupa
mup,Malvi,10400000,India,South Asia,hi,Malvi
sos-x-sambla,Sambla,,Burkina Faso,Africa,fr,
tds,Doutai,70,Indonesia,Pacific,id,Doutai
tue,Tuyuca,,Colombia,Americas,es-419,Tuyuca
tbr,Tumtum,7500,Sudan,Africa,ar,Tumtum
tad,Tause,300,Indonesia,Pacific,id,Tause
szn,Sula,20000,Indonesia,Pacific,id,Sula
bhv,Bahau,19000,Indonesia,Pacific,id,Bahau
swt,Sawila,3000,Indonesia,Pacific,id,Sawila
shr-x-kizibaziba,Kizibaziba,,Democratic Republic of the Congo,Africa,fr,
sya,Siang,60000,Indonesia,Pacific,id,Siang
tes,Tengger,80000,Indonesia,Pacific,id,Tengger
tby,Tabaru,15000,Indonesia,Pacific,id,Tabaru
tbf,Mandara,,Papua New Guinea,Pacific,tpi,Mandara
tbv,Tobo,,Papua New Guinea,Pacific,tpi,Tobo
tcb,Tanacross,,United States,Americas,en,Tanacross
tht,Tahltan,,Canada,Americas,en,Tahltan
tew,Tewa (USA),,United States,Americas,en,Tewa
ttw,Long Wat,600,Malaysia,Asia,ms,Long Wat
tev,Teor,4500,Indonesia,Pacific,id,Teor
tgq,Tring,550,Malaysia,Asia,ms,Tring
tmo,Temoq,3,Malaysia,Asia,ms,Temoq
tal,Tal,10000,Nigeria,Africa,en,Tal
tdv,Toro,3900,Nigeria,Africa,en,Toro
szl,Silesian,,Poland,Eurasia,en,Silesian
tdk,Tambas,3000,Nigeria,Africa,en,Tambas
tdq,Tita,3400,Nigeria,Africa,en,Tita
tau,Upper Tanana,,United States,Americas,en,Tanana
taw,Tai,,Papua New Guinea,Pacific,tpi,Tai
tbe,Tanimbili,,Solomon Islands,Pacific,pis,Tanibili
tbj,Tiang,,Papua New Guinea,Pacific,tpi,Tiang
tbw,Tagbanwa,10000,Philippines,Asia,en,Tagbanwa
tfi,Tofin Gbe,73000,Benin,Africa,fr,Gbe
swq,Sharwa,5100,Cameroon,Africa,fr,Sharwa
tdy,Tadyawan,4150,Philippines,Asia,ilo,Tadyawan
tei,Torricelli,,Papua New Guinea,Pacific,tpi,Torricelli
tge,Eastern Gorkha Tamang,4500,Nepal,South Asia,ne,Tamang
tui,Tupuri,300000,Cameroon,Africa,fr,Tupuri
sxm,Samre,25,Cambodia,Asia,km,Samre
hld,Halang Doan,12000,Vietnam,Asia,vi,Halang Doan
tmh,Tamashek,1700000,Mali,Africa,fr,
swy,Sarua,1950,Chad,Africa,ar,Sarua
sys,Sinyar,14000,Chad,Africa,ar,Sinyar
tax,Tamki,400,Chad,Africa,ar,Tamki
szg,Kesengele,20000,Democratic Republic of the Congo,Africa,fr,Kesengele
tey,Tulishi,2200,Sudan,Africa,ar,Tulishi
tec,Terik,300000,Kenya,Africa,sw,Terik
tex,Tennet,5000,South Sudan,Africa,ar,Tennet
teq,Temein,17000,Sudan,Africa,ar,Temein
sxe,Sighu,500,Gabon,Africa,fr,Sighu
taf,Tapirapé,560,Brazil,Americas,pt,Tapirapé
tbb,Tapeba,-1,Brazil,Americas,pt,Tapeba
swo,Shanenawa,9,Brazil,Americas,pt,Shanenawa
swx,Suruahá,120,Brazil,Americas,pt,Suruahá
tae,Tariana,80,Brazil,Americas,pt,Tariana
ter,Tereno,18000,Brazil,Americas,pt,Terêna
nhp,Isthmus-Pajapan Nahuatl,,Mexico,Americas,es-419,Nahuatl
tmt,Tasmate,,Vanuatu,Pacific,fr,Tasmate
tsx,Mubami,,Papua New Guinea,Pacific,tpi,Mubami
tln,Talondo',400,Indonesia,Pacific,id,Talondo’
tpr,Tuparí,150,Brazil,Americas,pt,Tuparí
rw-x-kinyabwisha,Kinyabwisha,,Democratic Republic of the Congo,Africa,fr,
ttc,Tektiteko,,Guatemala,Americas,es-419,Tektiteko
tim,Timbe,,Papua New Guinea,Pacific,tpi,Timbe
nsm,Sumi Naga,104000,India,South Asia,en,Naga
tkp,Tikopia,,Solomon Islands,Pacific,pis,Tikopia
tgt,Central Tagbanwa,2000,Philippines,Asia,en,Tagbanwa
tti,Tobati,80,Indonesia,Pacific,id,Tobati
tku,Upper Necaxa Totonac,,Mexico,Americas,es-419,Totonac
tkv,Mur Pano,,Papua New Guinea,Pacific,tpi,Mur Pano
pym,Fyam,3000,Nigeria,Africa,en,Fyam
tij,Tilung,7,Nepal,South Asia,ne,Tilung
tlc,Yecuatla Totonac,,Mexico,Americas,es-419,Totonac
tkx,Tangko,95,Indonesia,Pacific,id,Tangko
tlb,Tobelo,28000,Indonesia,Pacific,id,Tobelo
tlu,Tulehu,19000,Indonesia,Pacific,id,Tulehu
tml,Tamnim Citak,20000,Indonesia,Pacific,id,Citak
tlr,Talise,,Solomon Islands,Pacific,pis,Talise
tnw,Tonsawang,20000,Indonesia,Pacific,id,Tonsawang
tmi,Tutuba,,Vanuatu,Pacific,fr,Tutuba
dnw,Western Dani,180000,Indonesia,Pacific,id,Dani
thw,Thudam,2000,Nepal,South Asia,ne,Thudam
tmq,Tumleo,,Papua New Guinea,Pacific,tpi,Tumleo
tny,Tongwe,47000,Tanzania,Africa,sw,Tongwe
tnl,Lenakel,,Vanuatu,Pacific,fr,Lenakel
tno,Toromono,,Bolivia,Americas,es-419,Toromono
tmy,Tami,,Papua New Guinea,Pacific,tpi,Tami
thi,Tai Long,5300,Laos,Asia,lo,Tai Long
tw,Twi,3400000,Togo,Africa,en,Twi
tnp,Whitesands,,Vanuatu,Pacific,fr,Whitesands
tnu,Tay Khang,180,Laos,Asia,lo,Tay Khang
tmm,Tai Thanh,23000,Vietnam,Asia,vi,Tai Thanh
toq,Toposa,120000,South Sudan,Africa,ar,Toposa
ttj,Tooro,640000,Uganda,Africa,en,Tooro
tof,Gizrra,,Papua New Guinea,Pacific,tpi,Gizrra
tpz,Tinputz,,Papua New Guinea,Pacific,tpi,Tinputz
trd,Turi,2000,India,South Asia,hi,Turi
tog,Tonga (Nyasa),200000,Malawi,Americas,en,Tonga
tpt,Tlachichilco Tepehua,,Mexico,Americas,es-419,Tepehua
tic,Tira,57000,Sudan,Africa,ar,Tira
thp,Thompson,,Canada,Americas,en,Thompson
tmv,Tembo (Motembo),4000,Democratic Republic of the Congo,Africa,fr,Tembo
ti,ትግርኛ,4640000,Ethiopia,Africa,am,Tigrinya
tkl,Tokelau,,Tokelau,Pacific,en,Tokelauan
tlo,Talodi,800,Sudan,Africa,ar,Talodi
tkw,Teanu,,Solomon Islands,Pacific,pis,Teanu
tgv,Tingui-Boto,-1,Brazil,Americas,pt,Tingui-Boto
tqb,Tembé,14000,Brazil,Americas,pt,Tembé
tlm,Tolomako,,Vanuatu,Pacific,fr,Tolomako
tna,Tacana,,Bolivia,Americas,es-419,Tacana
tnh,Maiani,,Papua New Guinea,Pacific,tpi,Maiani
tnk,Kwamera,,Vanuatu,Pacific,fr,Kwamera
tnx,Tanema,,Solomon Islands,Pacific,pis,Tanema
toj,Tojolabal,,Mexico,Americas,es-419,Tojolabal
tol,Tolowa,,United States,Americas,en,Tolowa
tql,Lehali,,Vanuatu,Pacific,fr,Lehali
tqn,Tenino,,United States,Americas,en,Tenino
tqw,Tonkawa,,United States,Americas,en,Tonkawa
tsp,Northern Toussian,19500,Burkina Faso,Africa,fr,Toussian
trh,Turaka,,Papua New Guinea,Pacific,tpi,Turaka
url,Urali,6440,India,South Asia,ml,Urali
tsr,Akei,,Vanuatu,Pacific,fr,Akei
ttk,Totoro,,Colombia,Americas,es-419,Totoro
tub,Tübatulabal,,United States,Americas,en,Tübatulabal
tte,Bwanabwana,,Papua New Guinea,Pacific,tpi,Bwanabwana
twf,Northern Tiwa,,United States,Americas,en,Tiwa
ttn,Towei,120,Indonesia,Pacific,id,Towei
txe,Totoli,15000,Indonesia,Pacific,id,Totoli
txm,Tomini,30000,Indonesia,Pacific,id,Tomini
tww,Tuwari,,Papua New Guinea,Pacific,tpi,Tuwari
tuc,Mutu,,Papua New Guinea,Pacific,tpi,Mutu
twa,Twana,,United States,Americas,en,Twana
ttp,Tombelala,1000,Indonesia,Pacific,id,Tombelala
trm,Tregami,3500,Afghanistan,Eurasia,ps,Tregami
tra,Tirahi,-1,Afghanistan,Eurasia,ps,Tirahi
ues,Kioko,7000,Indonesia,Pacific,id,Kioko
ury,Orya,1200,Indonesia,Pacific,id,Orya
ufi,Ufim,,Papua New Guinea,Pacific,tpi,Ufim
twy,Tawoyan,20000,Indonesia,Pacific,id,Tawoyan
tpq,Tukpa,30000,India,South Asia,hi,Tukpa
trb,Terebu,,Papua New Guinea,Pacific,tpi,Terebu
tyn,Kombai,4000,Indonesia,Pacific,id,Kombai
ttd,Tauade,,Papua New Guinea,Pacific,tpi,Tauade
lrt,Larantuka Malay,20000,Indonesia,Pacific,id,Malay
trr,Taushiro,,Peru,Americas,es-419,Taushiro
tyt,Tày Tấc,12000,Vietnam,Asia,vi,Tay Tac
tsq,Thai Sign Language,10200,Thailand,Asia,th,Thai Sign Language
tsk,Tseku,12600,China,Asia,zh,Tseku
ude,Удэгейский,80,Russian Federation,Eurasia,ru,Udihe
udm,Удмуртский,325000,Russian Federation,Eurasia,ru,Udmurt
trw,توروالی,65000,Pakistan,Eurasia,ur,Torwali
ttu,Torau,,Papua New Guinea,Pacific,tpi,Torau
ttv,Titan,,Papua New Guinea,Pacific,tpi,Titan
twd,Twents,,Netherlands,Eurasia,nl,Twents
ttr,Tera,310000,Nigeria,Africa,en,Tera
tya,Tauya,,Papua New Guinea,Pacific,tpi,Tauya
uda,Uda,10000,Nigeria,Africa,en,Uda
ttb,Gaa,10000,Nigeria,Africa,en,Gaa
tye,Kyanga,12000,Nigeria,Africa,en,Kyanga
tsw,Tsishingini,100000,Nigeria,Africa,en,Tsishingini
tzx,Tabriak,,Papua New Guinea,Pacific,tpi,Tabriak
ttf,Tuotomb,1000,Cameroon,Africa,fr,Tuotomb
trj,Toram,8400,Chad,Africa,ar,Toram
ubr,Ubir,,Papua New Guinea,Pacific,tpi,Ubir
ubi,Ubi,900,Chad,Africa,ar,Ubi
tyu,Kua,4100,Botswana,Americas,en,Kua
tqq,Tunni,27000,Somalia,Africa,ar,Tunni
tuy,Tugen,200000,Kenya,Africa,sw,Tugen
txy,Tanosy Malagasy,560000,Madagascar,Africa,plt,Malagasy
tyx,Teke-Tyee,14000,Congo,Africa,fr,Teke-Tyee
twt,Turiwára,-1,Brazil,Americas,pt,Turiwára
trz,Torá,-1,Brazil,Americas,pt,Torá
uam,Uamué,-1,Brazil,Americas,pt,Uamué
ule,Lule,,Argentina,Americas,es-419,Lule
vap,Vaiphei,40000,India,South Asia,mni,Vaiphei
vmd,Mudu Koraga,14000,India,South Asia,kn,Koraga
wku,Kunduvadi,1000,India,South Asia,ml,Kunduvadi
uuu,濮满,40000,China,Asia,zh,U
ulf,Usku,20,Indonesia,Pacific,id,Usku
vkl,Kulisusu,23000,Indonesia,Pacific,id,Kulisusu
uka,Kaburi,500,Indonesia,Pacific,id,Kaburi
sth,Shelta,,Ireland,Eurasia,en,Shelta
vai,Vai,116000,Liberia,Africa,en,Vai
usp,Uspanteco,,Guatemala,Americas,es-419,Uspanteko
sea,Semai,42000,Malaysia,Asia,ms,Semai
swp,Suau,,Papua New Guinea,Pacific,tpi,Suau
xud,Umiida,,Australia,Pacific,en,Umiida
ukg,Ukuriguma,,Papua New Guinea,Pacific,tpi,Ukuriguma
tbt-x-kirhinyihinyi,Kirhinyihinyi,,Democratic Republic of the Congo,Africa,fr,
wbb,Wabo,1350,Indonesia,Pacific,id,Wabo
urm,Urapmin,,Papua New Guinea,Pacific,tpi,Urapmin
lgm-x-kirega,Kirega,,Democratic Republic of the Congo,Africa,sw,
